TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
PHI,PHI vs. LAL,06/15/2001,L,240,96,37,90,41.1,4,15,26.7,18,26,69.2,20,31,51,23,6,4,12,32,-12
LAL,LAL @ PHI,06/15/2001,W,240,108,32,71,45.1,12,17,70.6,32,45,71.1,14,33,47,21,6,10,14,22,12
PHI,PHI vs. LAL,06/13/2001,L,240,86,33,77,42.9,1,6,16.7,19,30,63.3,8,29,37,15,9,1,9,27,-14
LAL,LAL @ PHI,06/13/2001,W,240,100,36,72,50.0,10,19,52.6,18,32,56.3,12,31,43,24,6,6,14,22,14
PHI,PHI vs. LAL,06/10/2001,L,240,91,33,80,41.3,2,12,16.7,23,30,76.7,13,29,42,17,5,6,16,22,-5
LAL,LAL @ PHI,06/10/2001,W,240,96,35,75,46.7,4,10,40.0,22,25,88.0,10,30,40,18,8,6,13,26,5
PHI,PHI @ LAL,06/08/2001,L,240,89,34,87,39.1,6,15,40.0,15,26,57.7,14,28,42,16,9,5,11,23,-9
LAL,LAL vs. PHI,06/08/2001,W,240,98,38,81,46.9,4,16,25.0,18,26,69.2,15,37,52,29,7,13,16,24,9
PHI,PHI @ LAL,06/06/2001,W,265,107,40,83,48.2,4,11,36.4,23,25,92.0,11,31,42,21,10,8,20,21,6
LAL,LAL vs. PHI,06/06/2001,L,265,101,40,90,44.4,6,13,46.2,15,27,55.6,16,28,44,23,14,9,19,22,-6
PHI,PHI vs. MIL,06/03/2001,W,240,108,40,88,45.5,5,10,50.0,23,32,71.9,17,30,47,28,11,8,7,18,17
MIL,MIL @ PHI,06/03/2001,L,240,91,34,76,44.7,5,16,31.3,18,19,94.7,9,29,38,19,3,7,15,24,-17
MIL,MIL vs. PHI,06/01/2001,W,240,110,37,77,48.1,13,19,68.4,23,24,95.8,13,23,36,28,9,3,10,23,10
PHI,PHI @ MIL,06/01/2001,L,240,100,38,80,47.5,8,13,61.5,16,20,80.0,13,24,37,25,5,3,16,20,-10
PHI,PHI vs. MIL,05/30/2001,W,240,89,31,84,36.9,2,12,16.7,25,28,89.3,18,26,44,16,13,4,14,18,1
MIL,MIL @ PHI,05/30/2001,L,240,88,34,80,42.5,6,20,30.0,14,16,87.5,11,32,43,16,6,4,16,26,-1
PHI,PHI @ MIL,05/28/2001,W,240,89,35,90,38.9,3,12,25.0,16,22,72.7,14,32,46,20,7,6,12,14,6
